287328	pfam10339	1871066	Mesorhizobium sp.	7	11
287328	pfam10339	68287	Mesorhizobium	4	41
287328	pfam10339	4932	Saccharomyces cerevisiae	4	4
287328	pfam10339	1803181	Salinibacter altiplanensis	3	3
287328	pfam10339	307796	Saccharomyces cerevisiae YJM789	2	20
287328	pfam10339	559292	Saccharomyces cerevisiae S288C	2	17
287328	pfam10339	4896	Schizosaccharomyces pombe	2	9
287328	pfam10339	545124	Saccharomyces cerevisiae AWRI1631	2	9
287328	pfam10339	559295	Lachancea thermotolerans CBS 6340	2	4
287328	pfam10339	83263	Aminobacter aminovorans	2	2
287328	pfam10339	745368	Gemmiger formicilis	2	2
287328	pfam10339	1654605	Lachancea quebecensis	2	2
287328	pfam10339	2026760	Candidatus Marinimicrobia bacterium	2	2
287328	pfam10339	285006	Saccharomyces cerevisiae RM11-1a	1	50
287328	pfam10339	765698	Mesorhizobium ciceri biovar biserrulae WSM1271	1	30
287328	pfam10339	39645	Mesorhizobium ciceri	1	23
287328	pfam10339	1294309	Saccharomyces cerevisiae YJM271	1	14
287328	pfam10339	1350	Enterococcus	1	8
287328	pfam10339	1294314	Saccharomyces cerevisiae YJM541	1	5
287328	pfam10339	2066070	Mesorhizobium japonicum	1	4
287328	pfam10339	764099	Saccharomyces cerevisiae Vin13	1	3
287328	pfam10339	1287116	Mesorhizobium sp. L2C084A000	1	3
287328	pfam10339	1294307	Saccharomyces cerevisiae YJM248	1	3
287328	pfam10339	1294317	Saccharomyces cerevisiae YJM627	1	3
287328	pfam10339	2496779	Mesorhizobium sp. M7A.F.Ca.MR.362.00.0.0	1	3
287328	pfam10339	758	Rodentibacter pneumotropicus	1	2
287328	pfam10339	1665	Arthrobacter globiformis	1	2
287328	pfam10339	4950	Torulaspora delbrueckii	1	2
287328	pfam10339	9606	Homo sapiens	1	2
287328	pfam10339	71997	Thermococcus gorgonarius	1	2
287328	pfam10339	252598	Saccharomyces sp. 'boulardii'	1	2
287328	pfam10339	402676	Schizosaccharomyces japonicus yFS275	1	2
287328	pfam10339	536018	Mesorhizobium australicum	1	2
287328	pfam10339	721032	Saccharomyces cerevisiae Kyokai no. 7	1	2
287328	pfam10339	764101	Saccharomyces cerevisiae FostersO	1	2
287328	pfam10339	1095631	Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7	1	2
287328	pfam10339	1165689	Mesorhizobium qingshengii	1	2
287328	pfam10339	1245769	Lachancea lanzarotensis	1	2
287328	pfam10339	1294341	Saccharomyces cerevisiae YJM1250	1	2
287328	pfam10339	1294380	Saccharomyces cerevisiae YJM1478	1	2
287328	pfam10339	1294381	Saccharomyces cerevisiae YJM1479	1	2
287328	pfam10339	1400979	Pontibacter diazotrophicus	1	2
287328	pfam10339	1736422	Mesorhizobium sp. Root102	1	2
287328	pfam10339	1736589	Mesorhizobium sp. Root695	1	2
287328	pfam10339	1965540	Massiliomicrobiota sp. An105	1	2
287328	pfam10339	1965658	Massiliomicrobiota sp. An80	1	2
287328	pfam10339	2029410	Mesorhizobium sp. WSM4311	1	2
287328	pfam10339	2082387	Mesorhizobium sp. Pch-S	1	2
287328	pfam10339	2184554	Burkholderia sp. Bp8992	1	2
287328	pfam10339	2493668	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	1	2
287328	pfam10339	2496681	Mesorhizobium sp. M7A.F.Ca.CA.002.04.1.1	1	2
287328	pfam10339	2496707	Mesorhizobium sp. M7A.F.Ca.US.006.01.1.1	1	2
287328	pfam10339	2496741	Mesorhizobium sp. M7A.F.Ca.US.011.01.1.1	1	2
287328	pfam10339	2496742	Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1	1	2
287328	pfam10339	2496792	Mesorhizobium sp. M7A.T.Ca.US.000.02.1.1	1	2
287328	pfam10339	4686	Asparagus officinalis	1	1
287328	pfam10339	4795	Phytophthora megakarya	1	1
287328	pfam10339	4955	Lachancea fermentati	1	1
287328	pfam10339	13164	Myzus persicae	1	1
287328	pfam10339	53468	Mesocestoides corti	1	1
287328	pfam10339	80881	Simplicispira metamorpha	1	1
287328	pfam10339	226230	Saccharomyces kudriavzevii IFO 1802	1	1
287328	pfam10339	393060	Mesoflavibacter zeaxanthinifaciens	1	1
287328	pfam10339	433476	Lachancea sp. CBS 6924	1	1
287328	pfam10339	474922	Colletotrichum gloeosporioides	1	1
287328	pfam10339	574961	Saccharomyces cerevisiae JAY291	1	1
287328	pfam10339	742174	Melanaphis sacchari	1	1
287328	pfam10339	747089	Rhizophagus irregularis DAOM 181602=DAOM 197198	1	1
287328	pfam10339	764097	Saccharomyces cerevisiae AWRI796	1	1
287328	pfam10339	764100	Saccharomyces cerevisiae VL3	1	1
287328	pfam10339	764102	Saccharomyces cerevisiae FostersB	1	1
287328	pfam10339	857566	Nadsonia fulvescens var. elongata DSM 6958	1	1
287328	pfam10339	1001833	Hypoxylon sp. CI-4A	1	1
287328	pfam10339	1230905	Lachancea mirantina	1	1
287328	pfam10339	1266666	Lachancea nothofagi CBS 11611	1	1
287328	pfam10339	1266667	Lachancea meyersii CBS 8951	1	1
287328	pfam10339	1294305	Saccharomyces cerevisiae YJM195	1	1
287328	pfam10339	1294322	Saccharomyces cerevisiae YJM693	1	1
287328	pfam10339	1294352	Saccharomyces cerevisiae YJM1342	1	1
287328	pfam10339	1294357	Saccharomyces cerevisiae YJM1385	1	1
287328	pfam10339	1294358	Saccharomyces cerevisiae YJM1386	1	1
287328	pfam10339	1294370	Saccharomyces cerevisiae YJM1433	1	1
287328	pfam10339	1294375	Saccharomyces cerevisiae YJM1447	1	1
287328	pfam10339	1294377	Saccharomyces cerevisiae YJM1460	1	1
287328	pfam10339	1294378	Saccharomyces cerevisiae YJM1463	1	1
287328	pfam10339	1298858	Mesorhizobium sp. URHA0056	1	1
287328	pfam10339	1529006	Mesorhizobium sp. 1M-11	1	1
287328	pfam10339	1652106	Candidatus Entotheonella serta	1	1
287328	pfam10339	1909294	Rhizobiales bacterium	1	1
287328	pfam10339	1969806	Acidisphaera sp. G45-3	1	1
287328	pfam10339	2070536	Aquimarina sediminis	1	1
287328	pfam10339	2070753	Aspergillus sclerotialis	1	1
287328	pfam10339	2496655	Mesorhizobium sp. M7A.F.Ca.ET.027.02.1.1	1	1
