313551	pfam10342	1314790	Basidiobolus meristosporus CBS 931.73	60	61
313551	pfam10342	91943	Hortaea werneckii	49	66
313551	pfam10342	58291	Rhizopus microsporus	43	59
313551	pfam10342	1906666	Thermoplasmata archaeon	29	29
313551	pfam10342	1978231	Acidobacteria bacterium	29	29
313551	pfam10342	90262	Absidia repens	27	27
313551	pfam10342	1898104	Bacteroidetes bacterium	25	26
313551	pfam10342	4829	Absidia glauca	25	25
313551	pfam10342	2035772	Candidatus Omnitrophica bacterium	25	25
313551	pfam10342	200324	Puccinia coronata var. avenae f. sp. avenae	24	36
313551	pfam10342	654	Aeromonas veronii	23	56
313551	pfam10342	717944	Trametes versicolor FP-101664 SS1	23	46
313551	pfam10342	47427	Armillaria gallica	21	21
313551	pfam10342	258770	Melampsora medusae f. sp. deltoidis	20	50
313551	pfam10342	2702	Gardnerella vaginalis	20	35
313551	pfam10342	47428	Armillaria ostoyae	20	20
313551	pfam10342	246409	Rhizopus delemar RA 99-880	20	20
313551	pfam10342	688394	Lichtheimia ramosa	20	20
313551	pfam10342	1263082	Lichtheimia corymbifera JMRC:FSU:9682	20	20
313551	pfam10342	1314771	Mortierella elongata AG-77	20	20
313551	pfam10342	645	Aeromonas salmonicida	19	59
313551	pfam10342	994334	Jimgerdemannia flammicorona	19	20
313551	pfam10342	1076256	Armillaria solidipes	19	19
313551	pfam10342	1314674	Cylindrobasidium torrendii FP15055 ss-10	19	19
313551	pfam10342	1353009	Trametes coccinea BRFM310	19	19
313551	pfam10342	650164	Phanerochaete carnosa HHB-10118-sp	18	38
313551	pfam10342	5061	Aspergillus niger	18	26
313551	pfam10342	890399	Candidatus Magnetoglobus multicellularis str. Araruama	18	18
313551	pfam10342	944289	Gymnopus luxurians FD-317 M1	18	18
313551	pfam10342	1077348	Ganoderma sinense ZZ0214-1	18	18
313551	pfam10342	578458	Schizophyllum commune H4-8	17	34
313551	pfam10342	436010	Fibularhizoctonia sp. CBS 109695	17	17
313551	pfam10342	1069443	Mortierella verticillata NRRL 6337	17	17
313551	pfam10342	1314672	Peniophora sp. CONT	17	17
313551	pfam10342	1406	Paenibacillus polymyxa	16	33
313551	pfam10342	1328759	Lentinus tigrinus ALCF2SS1-6	16	27
313551	pfam10342	4846	Rhizopus stolonifer	16	16
313551	pfam10342	1220926	Mucor circinelloides f. circinelloides 1006PhL	16	16
313551	pfam10342	178876	Cryptococcus neoformans var. grubii	15	27
313551	pfam10342	745531	Phlebiopsis gigantea 11061_1 CR5-6	15	15
313551	pfam10342	944288	Plicaturopsis crispa FD-325 SS-3	15	15
313551	pfam10342	1745343	Pezoloma ericae	15	15
313551	pfam10342	2026735	Deltaproteobacteria bacterium	15	15
313551	pfam10342	2172550	candidate division KSB1 bacterium	15	15
313551	pfam10342	1095630	Meliniomyces bicolor E	14	28
313551	pfam10342	5643	Trametes cinnabarina	14	14
313551	pfam10342	13706	Syncephalastrum racemosum	14	14
313551	pfam10342	101091	Choanephora cucurbitarum	14	14
313551	pfam10342	104259	Penicillium brasilianum	14	14
313551	pfam10342	139420	Polyporus brumalis	14	14
313551	pfam10342	154538	Trametes pubescens	14	14
313551	pfam10342	743788	Fomitopsis pinicola FP-58527 SS1	14	14
313551	pfam10342	732165	Dichomitus squalens LYAD-421 SS1	13	26
313551	pfam10342	747676	Melampsora larici-populina 98AG31	13	26
313551	pfam10342	5627	Grifola frondosa	13	13
313551	pfam10342	101127	Hesseltinella vesiculosa	13	13
313551	pfam10342	914234	Gelatoporia subvermispora B	13	13
313551	pfam10342	27334	Penicillium expansum	12	28
313551	pfam10342	486041	Laccaria bicolor S238N-H82	12	24
313551	pfam10342	670483	Gloeophyllum trabeum ATCC 11539	12	24
313551	pfam10342	5353	Lentinula edodes	12	12
313551	pfam10342	418867	Phellinus noxius	12	12
313551	pfam10342	658473	Mycena chlorophos	12	12
313551	pfam10342	945553	Hypholoma sublateritium FD-334 SS-4	12	12
313551	pfam10342	1284197	Dactylellina haptotyla CBS 200.50	12	12
313551	pfam10342	1485229	Cadophora sp. DSE1049	12	12
313551	pfam10342	1340429	Rhizopus microsporus ATCC 52813	11	31
313551	pfam10342	747525	Heterobasidion irregulare TC 32-1	11	24
313551	pfam10342	1448314	Aspergillus eucalypticola CBS 122712	11	24
313551	pfam10342	670580	Postia placenta MAD-698-R-SB12	11	23
313551	pfam10342	721885	Stereum hirsutum FP-91666 SS1	11	22
313551	pfam10342	1448321	Aspergillus heteromorphus CBS 117.55	11	22
313551	pfam10342	212818	Exophiala mesophila	11	16
313551	pfam10342	1245748	Aspergillus turcosus	11	16
313551	pfam10342	91626	Mucor ambiguus	11	12
313551	pfam10342	231916	Gymnopilus dilepis	11	11
313551	pfam10342	578462	Allomyces macrogynus ATCC 38327	11	11
313551	pfam10342	717982	Auricularia subglabra TFB-10046 SS5	11	11
313551	pfam10342	946125	Diplocarpon rosae	11	11
313551	pfam10342	1149755	Hyaloscypha variabilis F	11	11
313551	pfam10342	1314783	Daedalea quercina L-15889	11	11
313551	pfam10342	2026760	Candidatus Marinimicrobia bacterium	11	11
313551	pfam10342	2049433	Desulfobacteraceae bacterium	11	11
313551	pfam10342	1448310	Aspergillus neoniger CBS 115656	10	22
313551	pfam10342	599839	Fibroporia radiculosa	10	20
313551	pfam10342	763407	Phycomyces blakesleeanus NRRL 1555(-)	10	20
313551	pfam10342	1448311	Aspergillus vadensis CBS 113365	10	20
313551	pfam10342	1450537	Aspergillus homomorphus CBS 101889	10	20
313551	pfam10342	569365	Cladophialophora immunda	10	17
313551	pfam10342	1381753	Moniliophthora roreri MCA 2997	10	14
313551	pfam10342	630390	Puccinia triticina 1-1 BBBD Race 1	10	11
313551	pfam10342	990650	Sphaerobolus stellatus SS14	10	11
313551	pfam10342	35722	Parasitella parasitica	10	10
313551	pfam10342	39966	Hypsizygus marmoreus	10	10
313551	pfam10342	44941	Gigaspora rosea	10	10
313551	pfam10342	685588	Galerina marginata CBS 339.88	10	10
313551	pfam10342	767769	Aspergillus brasiliensis CBS 101740	10	10
313551	pfam10342	933084	Jaapia argillacea MUCL 33604	10	10
313551	pfam10342	1036611	Aspergillus versicolor CBS 583.65	10	10
313551	pfam10342	1128425	Fistulina hepatica ATCC 64428	10	10
313551	pfam10342	1314785	Laetiporus sulphureus 93-53	10	10
313551	pfam10342	1869227	bacterium	10	10
313551	pfam10342	1938954	Bifiguratus adelaidae	10	10
313551	pfam10342	2340872	Endogone sp. FLAS-F59071	10	10
313551	pfam10342	112090	Aphanomyces astaci	9	36
313551	pfam10342	1448313	Aspergillus piperis CBS 112811	9	23
313551	pfam10342	936046	Agaricus bisporus var. bisporus H97	9	20
313551	pfam10342	122368	Cercospora beticola	9	18
313551	pfam10342	139825	Sparassis crispa	9	18
313551	pfam10342	149040	Phialocephala scopiformis	9	18
313551	pfam10342	690307	Aspergillus aculeatus ATCC 16872	9	18
